season,start_hour,weekday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
fall,9,wednesday,clear cloudy,0.74,0.697,0.7,0.0896,28,181,209
fall,10,wednesday,clear cloudy,0.76,0.7273,0.7,0.0,34,76,110
fall,11,wednesday,clear cloudy,0.8,0.7879,0.63,0.0896,26,116,142
fall,12,wednesday,clear cloudy,0.82,0.803,0.59,0.0,28,121,149
fall,13,wednesday,clear cloudy,0.84,0.8182,0.56,0.194,23,97,120
fall,14,wednesday,clear cloudy,0.86,0.8333,0.53,0.2239,44,83,127
fall,15,wednesday,clear cloudy,0.86,0.8182,0.5,0.1642,36,102,138
fall,16,wednesday,clear cloudy,0.84,0.8182,0.56,0.0,30,204,234
fall,17,wednesday,clear cloudy,0.84,0.8333,0.59,0.194,50,405,455
fall,18,wednesday,clear cloudy,0.84,0.8333,0.59,0.2239,68,429,497
fall,19,wednesday,clear cloudy,0.82,0.8485,0.67,0.1642,59,323,382
fall,20,wednesday,clear cloudy,0.8,0.8333,0.75,0.2239,45,264,309
fall,21,wednesday,clear cloudy,0.8,0.803,0.66,0.1642,33,209,242
fall,22,wednesday,clear cloudy,0.78,0.7727,0.7,0.2239,25,144,169
fall,23,wednesday,clear cloudy,0.76,0.7424,0.75,0.2537,26,73,99
fall,0,thursday,mist cloudy,0.76,0.7424,0.75,0.194,13,29,42
fall,1,thursday,mist cloudy,0.74,0.7273,0.84,0.2239,5,16,21
fall,2,thursday,mist cloudy,0.74,0.7273,0.84,0.2239,2,4,6
fall,3,thursday,mist cloudy,0.74,0.7121,0.79,0.1343,1,5,6
fall,4,thursday,mist cloudy,0.72,0.7121,0.84,0.1045,0,4,4
fall,5,thursday,mist cloudy,0.72,0.7121,0.84,0.1045,2,16,18
fall,6,thursday,mist cloudy,0.72,0.7121,0.84,0.1045,6,111,117
fall,7,thursday,mist cloudy,0.74,0.7273,0.84,0.1343,23,251,274
fall,8,thursday,mist cloudy,0.76,0.7576,0.79,0.1642,23,358,381
fall,9,thursday,mist cloudy,0.8,0.8182,0.75,0.2537,34,166,200
fall,10,thursday,mist cloudy,0.82,0.8636,0.71,0.2239,31,47,78
fall,11,thursday,mist cloudy,0.86,0.8939,0.63,0.2985,27,79,106
fall,12,thursday,clear cloudy,0.88,0.8939,0.56,0.3284,29,106,135
fall,13,thursday,clear cloudy,0.88,0.8939,0.56,0.2985,21,81,102
fall,14,thursday,clear cloudy,0.9,0.8939,0.5,0.3582,50,97,147
fall,15,thursday,clear cloudy,0.9,0.9242,0.53,0.2537,40,93,133
fall,16,thursday,clear cloudy,0.92,0.9242,0.48,0.2836,43,167,210
fall,17,thursday,clear cloudy,0.92,0.9091,0.45,0.2985,40,374,414
fall,18,thursday,clear cloudy,0.9,0.8939,0.5,0.2836,39,343,382
fall,19,thursday,clear cloudy,0.86,0.9242,0.67,0.2836,51,233,284
fall,20,thursday,clear cloudy,0.84,0.8939,0.71,0.2239,38,199,237
fall,21,thursday,clear cloudy,0.82,0.8939,0.75,0.2239,38,187,225
fall,22,thursday,clear cloudy,0.82,0.8636,0.71,0.1642,36,113,149
fall,23,thursday,clear cloudy,0.8,0.8182,0.71,0.1642,40,73,113
fall,0,friday,clear cloudy,0.82,0.8333,0.63,0.1343,9,51,60
fall,1,friday,clear cloudy,0.8,0.7879,0.63,0.0,7,17,24
fall,2,friday,clear cloudy,0.78,0.803,0.79,0.1343,0,14,14
fall,3,friday,clear cloudy,0.78,0.7879,0.75,0.1045,1,6,7
fall,4,friday,clear cloudy,0.76,0.7424,0.75,0.1045,8,5,13
fall,5,friday,clear cloudy,0.74,0.7121,0.79,0.1045,2,17,19
fall,6,friday,clear cloudy,0.76,0.7424,0.75,0.0896,13,83,96
fall,7,friday,mist cloudy,0.8,0.803,0.66,0.1045,20,232,252
fall,8,friday,mist cloudy,0.84,0.8485,0.63,0.1642,30,292,322
fall,9,friday,clear cloudy,0.86,0.8939,0.63,0.0896,31,177,208
fall,10,friday,clear cloudy,0.9,0.9242,0.53,0.0896,32,83,115
fall,11,friday,clear cloudy,0.9,0.8939,0.5,0.1045,23,86,109
fall,12,friday,clear cloudy,0.94,0.9545,0.48,0.1642,20,95,115
fall,13,friday,clear cloudy,0.94,0.9848,0.51,0.1642,25,98,123
fall,14,friday,clear cloudy,0.96,1.0,0.48,0.2985,24,77,101
fall,15,friday,clear cloudy,0.94,0.9848,0.51,0.2985,32,101,133
fall,16,friday,light rain,0.9,0.8333,0.39,0.2985,29,153,182
fall,17,friday,clear cloudy,0.88,0.8485,0.47,0.1045,35,271,306
fall,18,friday,clear cloudy,0.9,0.8182,0.37,0.1642,34,250,284
fall,19,friday,mist cloudy,0.86,0.7879,0.41,0.1045,40,210,250
fall,20,friday,clear cloudy,0.84,0.8182,0.56,0.0,46,166,212
fall,21,friday,clear cloudy,0.82,0.803,0.59,0.0896,38,152,190
fall,22,friday,mist cloudy,0.84,0.7879,0.49,0.0896,44,105,149
fall,23,friday,clear cloudy,0.8,0.7879,0.63,0.194,19,84,103
fall,0,saturday,clear cloudy,0.82,0.7879,0.56,0.0,16,85,101
fall,1,saturday,clear cloudy,0.82,0.7727,0.52,0.1045,13,57,70
fall,2,saturday,clear cloudy,0.82,0.7727,0.52,0.0,13,48,61
fall,3,saturday,clear cloudy,0.78,0.7576,0.66,0.0896,6,16,22
fall,4,saturday,clear cloudy,0.76,0.7273,0.66,0.1045,5,4,9
fall,5,saturday,clear cloudy,0.76,0.7121,0.62,0.1343,1,6,7
fall,6,saturday,clear cloudy,0.8,0.7424,0.52,0.1343,6,19,25
fall,7,saturday,clear cloudy,0.8,0.7424,0.52,0.1045,7,38,45
fall,8,saturday,clear cloudy,0.84,0.7879,0.49,0.2537,24,85,109
fall,9,saturday,clear cloudy,0.84,0.7879,0.49,0.1642,30,102,132
fall,10,saturday,clear cloudy,0.86,0.7879,0.41,0.2239,61,137,198
fall,11,saturday,clear cloudy,0.9,0.8182,0.37,0.194,62,154,216
fall,12,saturday,clear cloudy,0.92,0.8636,0.37,0.1045,71,164,235
fall,13,saturday,clear cloudy,0.94,0.8788,0.38,0.1642,78,167,245
fall,14,saturday,clear cloudy,0.92,0.8939,0.42,0.0,84,152,236
fall,15,saturday,clear cloudy,0.94,0.8788,0.38,0.0,78,137,215
fall,16,saturday,clear cloudy,0.94,0.8788,0.38,0.1343,70,151,221
fall,17,saturday,clear cloudy,0.94,0.8788,0.38,0.1343,70,127,197
fall,18,saturday,clear cloudy,0.92,0.8788,0.4,0.2239,62,134,196
fall,19,saturday,mist cloudy,0.82,0.803,0.59,0.1343,80,137,217
fall,20,saturday,clear cloudy,0.82,0.803,0.59,0.2239,47,98,145
fall,21,saturday,clear cloudy,0.82,0.803,0.59,0.2239,39,115,154
fall,22,saturday,clear cloudy,0.8,0.7727,0.59,0.194,37,88,125
fall,23,saturday,clear cloudy,0.8,0.7727,0.59,0.1045,27,77,104
fall,0,sunday,clear cloudy,0.8,0.7727,0.59,0.1045,42,77,119
fall,1,sunday,clear cloudy,0.78,0.7576,0.66,0.1045,33,63,96
fall,2,sunday,clear cloudy,0.8,0.7879,0.63,0.0896,12,48,60
fall,3,sunday,clear cloudy,0.8,0.7879,0.63,0.0896,17,20,37
fall,4,sunday,clear cloudy,0.78,0.7576,0.66,0.1045,1,5,6
fall,5,sunday,clear cloudy,0.78,0.7576,0.66,0.0896,5,3,8
fall,6,sunday,mist cloudy,0.8,0.7879,0.63,0.0896,9,13,22
fall,7,sunday,clear cloudy,0.8,0.7727,0.59,0.1343,6,29,35
fall,8,sunday,clear cloudy,0.82,0.7879,0.56,0.2836,22,82,104
fall,9,sunday,clear cloudy,0.82,0.7879,0.56,0.3881,42,112,154
fall,10,sunday,clear cloudy,0.86,0.8182,0.5,0.3284,61,165,226
fall,11,sunday,clear cloudy,0.84,0.803,0.53,0.2537,74,169,243
fall,12,sunday,clear cloudy,0.9,0.8636,0.45,0.1642,85,161,246
fall,13,sunday,clear cloudy,0.86,0.803,0.47,0.2239,90,162,252
fall,14,sunday,clear cloudy,0.86,0.8182,0.5,0.2836,79,204,283
fall,15,sunday,clear cloudy,0.9,0.8485,0.42,0.2537,68,170,238
fall,16,sunday,clear cloudy,0.9,0.8485,0.42,0.2537,62,187,249
fall,17,sunday,clear cloudy,0.9,0.8333,0.39,0.1045,75,174,249
fall,18,sunday,clear cloudy,0.88,0.8182,0.42,0.1642,67,176,243
fall,19,sunday,clear cloudy,0.86,0.803,0.47,0.1642,70,170,240
fall,20,sunday,clear cloudy,0.84,0.7879,0.49,0.1642,52,143,195
fall,21,sunday,clear cloudy,0.8,0.7879,0.63,0.1343,42,111,153
fall,22,sunday,clear cloudy,0.78,0.7576,0.66,0.0,23,75,98
fall,23,sunday,mist cloudy,0.76,0.7273,0.7,0.0896,13,37,50
fall,0,monday,mist cloudy,0.76,0.7273,0.7,0.0,17,17,34
fall,1,monday,mist cloudy,0.76,0.7424,0.75,0.0896,4,8,12
fall,2,monday,mist cloudy,0.74,0.7121,0.79,0.0896,3,3,6
fall,3,monday,clear cloudy,0.74,0.7121,0.79,0.0,2,2,4
fall,4,monday,clear cloudy,0.72,0.7121,0.84,0.0896,0,6,6
fall,5,monday,clear cloudy,0.72,0.7121,0.84,0.0896,2,22,24
fall,6,monday,mist cloudy,0.72,0.7121,0.84,0.0896,7,100,107
fall,7,monday,mist cloudy,0.74,0.7121,0.79,0.0,20,257,277
fall,8,monday,mist cloudy,0.76,0.7424,0.75,0.0,34,353,387
fall,9,monday,clear cloudy,0.8,0.803,0.66,0.0,11,124,135
fall,10,monday,clear cloudy,0.82,0.803,0.59,0.0,30,54,84
fall,11,monday,mist cloudy,0.84,0.8333,0.59,0.194,24,83,107
fall,12,monday,mist cloudy,0.84,0.8333,0.59,0.194,17,50,67
fall,13,monday,mist cloudy,0.74,0.7121,0.74,0.1343,14,64,78
fall,14,monday,mist cloudy,0.72,0.697,0.79,0.194,28,62,90
fall,15,monday,clear cloudy,0.7,0.6667,0.84,0.3881,16,96,112
fall,16,monday,clear cloudy,0.7,0.6667,0.84,0.2239,37,161,198
fall,17,monday,clear cloudy,0.72,0.697,0.74,0.0,48,437,485
fall,18,monday,clear cloudy,0.74,0.7121,0.74,0.0896,60,473,533
fall,19,monday,clear cloudy,0.74,0.697,0.7,0.0896,62,324,386
fall,20,monday,clear cloudy,0.72,0.697,0.74,0.1343,55,247,302
fall,21,monday,clear cloudy,0.7,0.6667,0.84,0.0,41,153,194
fall,22,monday,clear cloudy,0.7,0.6667,0.84,0.0,13,112,125
fall,23,monday,clear cloudy,0.7,0.6667,0.84,0.0896,23,64,87
fall,0,tuesday,clear cloudy,0.7,0.6667,0.79,0.1045,8,20,28
fall,1,tuesday,clear cloudy,0.7,0.6667,0.79,0.1045,6,6,12
fall,2,tuesday,clear cloudy,0.68,0.6364,0.89,0.1045,1,6,7
fall,3,tuesday,clear cloudy,0.68,0.6364,0.89,0.1343,2,2,4
fall,4,tuesday,clear cloudy,0.68,0.6364,0.88,0.1642,0,6,6
fall,5,tuesday,clear cloudy,0.66,0.5909,0.89,0.0896,3,24,27
fall,6,tuesday,clear cloudy,0.68,0.6364,0.83,0.2239,2,108,110
fall,7,tuesday,clear cloudy,0.72,0.6818,0.66,0.2836,30,288,318
fall,8,tuesday,clear cloudy,0.74,0.6818,0.55,0.194,32,392,424
fall,9,tuesday,clear cloudy,0.76,0.6818,0.4,0.2239,25,162,187
fall,10,tuesday,clear cloudy,0.8,0.697,0.31,0.2239,42,96,138
fall,11,tuesday,clear cloudy,0.82,0.7121,0.3,0.0,49,102,151
fall,12,tuesday,clear cloudy,0.84,0.7273,0.28,0.0,25,122,147
fall,13,tuesday,clear cloudy,0.84,0.7273,0.32,0.2985,43,139,182
fall,14,tuesday,clear cloudy,0.86,0.7424,0.3,0.2836,46,101,147
fall,15,tuesday,clear cloudy,0.88,0.7576,0.28,0.3284,49,114,163
fall,16,tuesday,clear cloudy,0.86,0.7576,0.36,0.2836,41,213,254
fall,17,tuesday,clear cloudy,0.86,0.7576,0.36,0.3582,72,465,537
fall,18,tuesday,clear cloudy,0.84,0.7424,0.39,0.3881,68,478,546
fall,19,tuesday,clear cloudy,0.82,0.7424,0.43,0.2985,69,329,398
fall,20,tuesday,clear cloudy,0.8,0.7273,0.46,0.2537,47,243,290
fall,21,tuesday,clear cloudy,0.78,0.7121,0.49,0.2239,45,222,267
fall,22,tuesday,clear cloudy,0.76,0.697,0.55,0.1343,27,131,158
fall,23,tuesday,clear cloudy,0.76,0.7121,0.58,0.1045,18,71,89
fall,0,wednesday,mist cloudy,0.78,0.7121,0.52,0.1642,19,26,45
fall,1,wednesday,clear cloudy,0.78,0.7121,0.49,0.194,1,9,10
fall,2,wednesday,clear cloudy,0.76,0.697,0.52,0.2985,1,5,6
fall,3,wednesday,clear cloudy,0.72,0.6667,0.58,0.1642,0,4,4
fall,4,wednesday,clear cloudy,0.72,0.6667,0.51,0.194,1,3,4
fall,5,wednesday,clear cloudy,0.7,0.6515,0.54,0.2836,0,18,18
fall,6,wednesday,clear cloudy,0.7,0.6515,0.54,0.2239,4,119,123
fall,7,wednesday,clear cloudy,0.72,0.6667,0.48,0.2537,34,313,347
fall,8,wednesday,clear cloudy,0.74,0.6667,0.42,0.2537,28,405,433
fall,9,wednesday,clear cloudy,0.76,0.6667,0.35,0.2537,27,189,216
fall,10,wednesday,clear cloudy,0.78,0.6818,0.33,0.0,32,82,114
fall,11,wednesday,clear cloudy,0.8,0.697,0.31,0.0,42,94,136
fall,12,wednesday,clear cloudy,0.82,0.7121,0.3,0.2836,37,132,169
fall,13,wednesday,clear cloudy,0.84,0.7273,0.3,0.3582,29,151,180
fall,14,wednesday,clear cloudy,0.84,0.7273,0.28,0.2239,20,107,127
fall,15,wednesday,clear cloudy,0.86,0.7424,0.26,0.2537,37,103,140
fall,16,wednesday,clear cloudy,0.86,0.7273,0.25,0.1642,40,228,268
fall,17,wednesday,clear cloudy,0.84,0.7121,0.26,0.2239,81,491,572
fall,18,wednesday,clear cloudy,0.82,0.7121,0.28,0.1045,78,463,541
fall,19,wednesday,clear cloudy,0.8,0.697,0.29,0.0896,87,288,375
fall,20,wednesday,clear cloudy,0.76,0.6818,0.45,0.2239,55,239,294
fall,21,wednesday,clear cloudy,0.74,0.6667,0.48,0.1045,49,196,245
fall,22,wednesday,clear cloudy,0.72,0.6667,0.48,0.0,37,143,180
fall,23,wednesday,clear cloudy,0.74,0.6667,0.45,0.0896,16,93,109
fall,0,thursday,clear cloudy,0.7,0.6515,0.51,0.1343,14,31,45
fall,1,thursday,clear cloudy,0.72,0.6667,0.51,0.0,3,26,29
fall,2,thursday,clear cloudy,0.72,0.6667,0.54,0.1045,2,5,7
fall,3,thursday,clear cloudy,0.72,0.6667,0.54,0.0,0,5,5
fall,4,thursday,clear cloudy,0.7,0.6515,0.61,0.1045,0,6,6
fall,5,thursday,clear cloudy,0.7,0.6515,0.65,0.1045,1,26,27
fall,6,thursday,clear cloudy,0.7,0.6515,0.7,0.0896,6,110,116
fall,7,thursday,clear cloudy,0.72,0.6818,0.7,0.1642,27,278,305
fall,8,thursday,clear cloudy,0.74,0.697,0.66,0.1642,47,409,456
fall,9,thursday,clear cloudy,0.78,0.7424,0.59,0.194,21,189,210
fall,10,thursday,clear cloudy,0.8,0.7576,0.55,0.2836,30,86,116
fall,11,thursday,clear cloudy,0.84,0.8182,0.56,0.2836,41,113,154
fall,12,thursday,clear cloudy,0.84,0.803,0.53,0.2537,35,151,186
fall,13,thursday,clear cloudy,0.86,0.803,0.47,0.2537,26,126,152
fall,14,thursday,mist cloudy,0.84,0.7879,0.49,0.2537,27,111,138
fall,15,thursday,clear cloudy,0.86,0.8182,0.5,0.194,22,124,146
fall,16,thursday,clear cloudy,0.86,0.803,0.47,0.1642,42,214,256
fall,17,thursday,clear cloudy,0.84,0.803,0.53,0.194,45,423,468
fall,18,thursday,clear cloudy,0.84,0.8182,0.56,0.2239,55,428,483
fall,19,thursday,clear cloudy,0.82,0.803,0.59,0.194,37,285,322
fall,20,thursday,clear cloudy,0.8,0.7879,0.63,0.194,41,229,270
fall,21,thursday,clear cloudy,0.78,0.7576,0.66,0.2836,31,165,196
fall,22,thursday,clear cloudy,0.76,0.7273,0.7,0.2537,25,149,174
fall,23,thursday,clear cloudy,0.76,0.7424,0.75,0.194,28,95,123
fall,0,friday,clear cloudy,0.74,0.7121,0.79,0.1642,12,45,57
fall,1,friday,clear cloudy,0.74,0.7121,0.79,0.1343,12,22,34
fall,2,friday,clear cloudy,0.74,0.7121,0.79,0.0,3,10,13
fall,3,friday,clear cloudy,0.74,0.7121,0.79,0.0,2,9,11
fall,4,friday,clear cloudy,0.72,0.7121,0.84,0.1343,2,4,6
fall,5,friday,clear cloudy,0.72,0.7121,0.84,0.0,4,23,27
fall,6,friday,mist cloudy,0.72,0.7121,0.84,0.0,7,83,90
fall,7,friday,mist cloudy,0.74,0.7121,0.79,0.0896,26,228,254
fall,8,friday,mist cloudy,0.76,0.7727,0.77,0.0,30,354,384
fall,9,friday,clear cloudy,0.86,0.803,0.47,0.2537,28,151,179
fall,10,friday,clear cloudy,0.9,0.8485,0.42,0.2836,37,69,106
fall,11,friday,clear cloudy,0.92,0.8788,0.4,0.2985,43,118,161
fall,12,friday,clear cloudy,0.96,0.8636,0.31,0.2836,40,95,135
fall,13,friday,clear cloudy,0.94,0.8333,0.31,0.0,42,114,156
fall,14,friday,clear cloudy,0.96,0.8636,0.3,0.2239,34,114,148
fall,15,friday,clear cloudy,0.96,0.8636,0.3,0.2537,40,129,169
fall,16,friday,clear cloudy,0.96,0.8636,0.3,0.3881,35,198,233
fall,17,friday,clear cloudy,0.96,0.8636,0.3,0.2985,47,374,421
fall,18,friday,clear cloudy,0.92,0.8636,0.37,0.3284,49,313,362
fall,19,friday,clear cloudy,0.9,0.8485,0.42,0.2239,22,219,241
fall,20,friday,clear cloudy,0.86,0.7879,0.41,0.3284,53,153,206
fall,21,friday,clear cloudy,0.82,0.7576,0.46,0.1642,29,134,163
fall,22,friday,clear cloudy,0.8,0.7424,0.49,0.2239,47,127,174
fall,23,friday,clear cloudy,0.78,0.7121,0.52,0.1045,26,90,116
fall,0,saturday,clear cloudy,0.76,0.697,0.55,0.194,60,73,133
fall,1,saturday,clear cloudy,0.76,0.697,0.55,0.0896,15,75,90
fall,2,saturday,clear cloudy,0.76,0.697,0.55,0.1045,11,31,42
fall,3,saturday,clear cloudy,0.74,0.6818,0.62,0.1642,18,25,43
fall,4,saturday,clear cloudy,0.72,0.6818,0.66,0.1642,4,6,10
fall,5,saturday,clear cloudy,0.72,0.6818,0.7,0.2836,4,9,13
fall,6,saturday,clear cloudy,0.72,0.6818,0.7,0.2985,6,18,24
fall,7,saturday,clear cloudy,0.76,0.7273,0.66,0.194,3,39,42
fall,8,saturday,clear cloudy,0.78,0.7424,0.59,0.2239,27,87,114
fall,9,saturday,clear cloudy,0.82,0.7576,0.46,0.2985,49,125,174
fall,10,saturday,clear cloudy,0.82,0.7424,0.41,0.2985,79,182,261
fall,11,saturday,clear cloudy,0.84,0.7424,0.36,0.194,111,206,317
fall,12,saturday,clear cloudy,0.84,0.7273,0.32,0.1642,111,230,341
fall,13,saturday,clear cloudy,0.88,0.7576,0.29,0.0,125,183,308
fall,14,saturday,clear cloudy,0.9,0.7879,0.29,0.0,112,193,305
fall,15,saturday,clear cloudy,0.9,0.803,0.31,0.1343,113,189,302
fall,16,saturday,clear cloudy,0.9,0.7879,0.27,0.2239,126,176,302
fall,17,saturday,clear cloudy,0.9,0.7879,0.29,0.1045,93,209,302
fall,18,saturday,clear cloudy,0.88,0.7576,0.28,0.194,92,207,299
fall,19,saturday,clear cloudy,0.74,0.6515,0.33,0.2239,101,155,256
fall,20,saturday,clear cloudy,0.82,0.7424,0.43,0.1343,74,132,206
fall,21,saturday,clear cloudy,0.8,0.7424,0.49,0.1642,82,123,205
fall,22,saturday,clear cloudy,0.78,0.7121,0.52,0.1045,80,129,209
fall,23,saturday,clear cloudy,0.76,0.697,0.55,0.0896,63,114,177
fall,0,sunday,clear cloudy,0.76,0.697,0.55,0.0896,33,80,113
fall,1,sunday,clear cloudy,0.74,0.6818,0.62,0.0896,8,71,79
fall,2,sunday,clear cloudy,0.74,0.697,0.66,0.0896,19,48,67
fall,3,sunday,clear cloudy,0.74,0.697,0.66,0.0,24,26,50
fall,4,sunday,clear cloudy,0.72,0.6818,0.7,0.0,6,7,13
fall,5,sunday,clear cloudy,0.72,0.6818,0.69,0.0,4,4,8
fall,6,sunday,clear cloudy,0.74,0.697,0.7,0.0,5,8,13
fall,7,sunday,clear cloudy,0.74,0.6818,0.58,0.1343,19,26,45
fall,8,sunday,clear cloudy,0.76,0.697,0.55,0.2239,54,88,142
fall,9,sunday,clear cloudy,0.8,0.7424,0.49,0.0,55,128,183
fall,10,sunday,clear cloudy,0.84,0.7424,0.36,0.1642,91,163,254
fall,11,sunday,clear cloudy,0.86,0.7424,0.28,0.1642,112,163,275
fall,12,sunday,clear cloudy,0.9,0.7727,0.25,0.194,146,192,338
fall,13,sunday,clear cloudy,0.9,0.7727,0.24,0.1343,142,152,294
fall,14,sunday,clear cloudy,0.9,0.7727,0.24,0.1642,130,196,326
fall,15,sunday,clear cloudy,0.92,0.7727,0.18,0.2985,109,184,293
fall,16,sunday,clear cloudy,0.92,0.7727,0.17,0.2836,98,208,306
fall,17,sunday,clear cloudy,0.92,0.7727,0.16,0.1642,114,206,320
fall,18,sunday,clear cloudy,0.86,0.7879,0.41,0.2836,91,213,304
fall,19,sunday,clear cloudy,0.8,0.7576,0.55,0.3284,87,187,274
fall,20,sunday,clear cloudy,0.8,0.7576,0.55,0.3284,70,205,275
fall,21,sunday,clear cloudy,0.78,0.7424,0.59,0.2985,68,96,164
fall,22,sunday,clear cloudy,0.74,0.697,0.7,0.2985,25,71,96
fall,23,sunday,clear cloudy,0.74,0.697,0.66,0.2239,14,56,70
fall,0,monday,clear cloudy,0.72,0.6818,0.7,0.2239,7,22,29
fall,1,monday,clear cloudy,0.72,0.697,0.74,0.194,5,12,17
fall,2,monday,clear cloudy,0.7,0.6667,0.74,0.1045,4,7,11
fall,3,monday,clear cloudy,0.7,0.6667,0.79,0.1642,0,4,4
fall,4,monday,clear cloudy,0.66,0.6061,0.83,0.1343,2,2,4
fall,5,monday,clear cloudy,0.66,0.6061,0.83,0.1045,2,24,26
fall,6,monday,clear cloudy,0.66,0.6061,0.83,0.0896,3,97,100
fall,7,monday,clear cloudy,0.74,0.6818,0.62,0.0,24,258,282
fall,8,monday,clear cloudy,0.8,0.7273,0.43,0.194,35,347,382
fall,9,monday,clear cloudy,0.82,0.7424,0.41,0.0,27,139,166
fall,10,monday,clear cloudy,0.86,0.7576,0.36,0.1642,27,70,97
fall,11,monday,clear cloudy,0.88,0.7727,0.32,0.1642,53,66,119
fall,12,monday,clear cloudy,0.9,0.803,0.33,0.2537,53,115,168
fall,13,monday,clear cloudy,0.9,0.803,0.31,0.2985,38,112,150
fall,14,monday,clear cloudy,0.92,0.8182,0.29,0.194,37,86,123
fall,15,monday,clear cloudy,0.9,0.7879,0.27,0.0,52,77,129
fall,16,monday,clear cloudy,0.9,0.7879,0.27,0.0,34,197,231
fall,17,monday,clear cloudy,0.76,0.6818,0.45,0.2985,69,445,514
fall,18,monday,clear cloudy,0.78,0.697,0.43,0.194,68,475,543
fall,19,monday,clear cloudy,0.74,0.6667,0.51,0.2239,63,350,413
fall,20,monday,clear cloudy,0.72,0.6818,0.62,0.2239,49,256,305
fall,21,monday,clear cloudy,0.7,0.6515,0.7,0.2537,42,178,220
fall,22,monday,clear cloudy,0.7,0.6515,0.7,0.0896,21,116,137
fall,23,monday,clear cloudy,0.68,0.6364,0.74,0.194,14,82,96
fall,0,tuesday,clear cloudy,0.66,0.6212,0.74,0.0,11,18,29
fall,1,tuesday,clear cloudy,0.66,0.6212,0.74,0.1045,4,8,12
fall,2,tuesday,clear cloudy,0.68,0.6364,0.69,0.0,2,6,8
fall,3,tuesday,clear cloudy,0.66,0.6212,0.74,0.194,0,5,5
fall,4,tuesday,clear cloudy,0.66,0.6212,0.74,0.1045,0,10,10
fall,5,tuesday,clear cloudy,0.66,0.6212,0.74,0.1343,4,17,21
fall,6,tuesday,clear cloudy,0.68,0.6364,0.69,0.1045,12,105,117
fall,7,tuesday,clear cloudy,0.72,0.6667,0.61,0.2836,15,320,335
fall,8,tuesday,clear cloudy,0.74,0.6818,0.58,0.2836,37,398,435
fall,9,tuesday,clear cloudy,0.78,0.697,0.46,0.2985,31,182,213
fall,10,tuesday,clear cloudy,0.82,0.7273,0.36,0.2985,50,90,140
fall,11,tuesday,clear cloudy,0.84,0.7273,0.32,0.4179,32,96,128
fall,12,tuesday,clear cloudy,0.86,0.7424,0.3,0.2836,45,112,157
fall,13,tuesday,clear cloudy,0.86,0.7424,0.3,0.2239,50,153,203
fall,14,tuesday,clear cloudy,0.9,0.7727,0.25,0.2836,45,114,159
fall,15,tuesday,clear cloudy,0.9,0.7727,0.25,0.2836,48,120,168
fall,16,tuesday,clear cloudy,0.9,0.7727,0.25,0.2836,58,216,274
fall,17,tuesday,mist cloudy,0.9,0.7879,0.27,0.1343,63,493,556
fall,18,tuesday,mist cloudy,0.86,0.7576,0.34,0.194,65,491,556
fall,19,tuesday,mist cloudy,0.86,0.7576,0.36,0.2239,85,369,454
fall,20,tuesday,mist cloudy,0.82,0.7576,0.46,0.2537,40,248,288
fall,21,tuesday,clear cloudy,0.8,0.7424,0.52,0.2239,53,201,254
fall,22,tuesday,mist cloudy,0.78,0.7424,0.59,0.1642,22,169,191
fall,23,tuesday,mist cloudy,0.8,0.7424,0.49,0.1642,29,103,132
fall,0,wednesday,mist cloudy,0.8,0.7424,0.49,0.1642,11,32,43
fall,1,wednesday,mist cloudy,0.78,0.7121,0.52,0.1642,7,9,16
fall,2,wednesday,mist cloudy,0.78,0.7121,0.49,0.1642,2,9,11
fall,3,wednesday,mist cloudy,0.76,0.697,0.55,0.0896,0,4,4
fall,4,wednesday,mist cloudy,0.76,0.697,0.52,0.1642,0,7,7
fall,5,wednesday,mist cloudy,0.76,0.697,0.55,0.0896,2,22,24
fall,6,wednesday,light rain,0.72,0.6818,0.66,0.4925,9,101,110
fall,7,wednesday,mist cloudy,0.74,0.6667,0.51,0.2239,19,252,271
fall,8,wednesday,mist cloudy,0.74,0.6667,0.51,0.1642,29,408,437
fall,9,wednesday,mist cloudy,0.74,0.6818,0.55,0.194,23,172,195
fall,10,wednesday,light rain,0.74,0.6818,0.58,0.0896,9,59,68
fall,11,wednesday,mist cloudy,0.74,0.6818,0.58,0.1045,29,93,122
fall,12,wednesday,light rain,0.76,0.697,0.55,0.1343,19,142,161
fall,13,wednesday,mist cloudy,0.76,0.7121,0.58,0.2239,37,107,144
fall,14,wednesday,mist cloudy,0.76,0.7121,0.58,0.2239,43,104,147
fall,15,wednesday,mist cloudy,0.7,0.6667,0.79,0.1343,31,87,118
fall,16,wednesday,light rain,0.68,0.6364,0.79,0.0,21,129,150
fall,17,wednesday,mist cloudy,0.7,0.6667,0.79,0.0,47,378,425
fall,18,wednesday,light rain,0.7,0.6667,0.84,0.0,49,443,492
fall,19,wednesday,light rain,0.7,0.6667,0.84,0.0,51,270,321
fall,20,wednesday,light rain,0.7,0.6667,0.84,0.1045,7,80,87
fall,21,wednesday,mist cloudy,0.68,0.6364,0.89,0.1343,7,81,88
fall,22,wednesday,light rain,0.68,0.6364,0.89,0.1045,11,66,77
fall,23,wednesday,mist cloudy,0.68,0.6364,0.89,0.0896,4,52,56
fall,0,thursday,mist cloudy,0.68,0.6364,0.89,0.0896,2,15,17
